ip,hits,online,tanggal
139.194.200.131,1,1329690538,2012-02-20
180.76.5.103,1,1329693327,2012-02-20
110.138.154.228,5,1329697857,2012-02-20
180.76.6.28,1,1329714620,2012-02-20
116.213.51.150,24,1329754614,2012-02-20
125.160.172.233,8,1329731032,2012-02-20
125.161.241.174,3,1329728761,2012-02-20
125.161.171.30,1,1329730636,2012-02-20
74.125.16.93,1,1329730848,2012-02-20
202.152.201.80,3,1329734287,2012-02-20
157.55.16.56,1,1329733302,2012-02-20
122.144.1.179,5,1329733976,2012-02-20
182.1.52.197,15,1329739536,2012-02-20
206.53.148.209,1,1329738327,2012-02-20
110.139.179.253,2,1329738468,2012-02-20
65.52.104.89,2,1329743223,2012-02-20
180.76.5.87,1,1329743192,2012-02-20
182.0.252.207,3,1329745355,2012-02-20
125.164.246.145,7,1329760025,2012-02-21
116.213.51.150,32,1329833992,2012-02-21
223.255.225.69,11,1329761426,2012-02-21
66.249.72.20,17,1329828786,2012-02-21
114.79.48.225,4,1329764359,2012-02-21
103.10.64.2,3,1329768706,2012-02-21
180.76.6.225,1,1329776548,2012-02-21
124.81.212.122,2,1329780469,2012-02-21
157.55.16.56,2,1329794586,2012-02-21
180.76.5.89,1,1329805019,2012-02-21
66.249.72.25,2,1329821569,2012-02-21
207.46.204.175,2,1329818376,2012-02-21
203.77.249.2,1,1329813342,2012-02-21
110.138.248.198,6,1329818305,2012-02-21
222.124.23.28,10,1329813633,2012-02-21
157.55.17.192,1,1329813914,2012-02-21
202.69.107.218,2,1329814169,2012-02-21
114.79.62.117,1,1329815333,2012-02-21
118.96.110.151,1,1329816940,2012-02-21
125.160.172.233,3,1329819827,2012-02-21
61.247.43.80,1,1329827089,2012-02-21
207.46.199.35,1,1329827109,2012-02-21
111.95.137.240,8,1329828054,2012-02-21
125.164.203.114,1,1329827602,2012-02-21
118.96.22.22,8,1329828507,2012-02-21
157.55.17.193,1,1329828164,2012-02-21
65.52.110.151,2,1329829072,2012-02-21
207.46.13.145,1,1329829353,2012-02-21
103.10.64.8,3,1329833119,2012-02-21
180.242.4.128,5,1329838273,2012-02-21
207.46.13.93,1,1329840820,2012-02-21
66.249.72.20,11,1329921813,2012-02-22
180.253.119.10,2,1329868499,2012-02-22
114.79.1.38,8,1329871339,2012-02-22
141.0.8.220,2,1329871457,2012-02-22
118.136.143.192,11,1329874303,2012-02-22
207.46.13.93,3,1329896983,2012-02-22
207.46.13.48,1,1329875363,2012-02-22
207.46.204.224,1,1329875455,2012-02-22
207.46.13.118,4,1329891482,2012-02-22
180.76.6.37,1,1329881603,2012-02-22
66.249.72.25,1,1329882994,2012-02-22
157.55.16.86,1,1329884426,2012-02-22
157.55.16.56,1,1329891405,2012-02-22
116.213.51.150,17,1329929121,2012-02-22
141.0.8.114,1,1329897223,2012-02-22
61.247.43.80,13,1329925746,2012-02-22
180.247.219.96,5,1329907358,2012-02-22
116.66.201.162,7,1329906341,2012-02-22
103.246.38.196,1,1329906278,2012-02-22
141.0.9.173,1,1329929834,2012-02-22
66.249.72.20,10,1329944403,2012-02-23
207.46.13.93,1,1329933668,2012-02-23
180.246.115.235,1,1329935325,2012-02-23
157.55.39.151,64,1329954707,2012-02-23
180.76.5.93,1,1329936450,2012-02-23
180.253.184.139,2,1329940401,2012-02-23
180.251.41.81,6,1329940770,2012-02-23
114.79.48.158,1,1329943110,2012-02-23
66.249.69.130,17,1330016319,2012-02-23
66.249.67.180,3,1329983734,2012-02-23
66.249.69.120,2,1330008645,2012-02-23
110.138.240.30,4,1329988155,2012-02-23
110.139.66.122,1,1329989239,2012-02-23
116.213.51.150,49,1330013455,2012-02-23
182.9.38.233,2,1330002814,2012-02-23
222.124.45.72,11,1330011717,2012-02-23
114.79.16.83,2,1330012030,2012-02-23
111.94.8.5,4,1330011721,2012-02-23
203.77.232.226,1,1330011825,2012-02-23
180.247.220.62,1,1330012182,2012-02-23
61.247.43.80,2,1330014415,2012-02-23
207.46.13.93,2,1330099348,2012-02-24
66.249.69.130,14,1330101221,2012-02-24
125.160.172.233,6,1330102436,2012-02-24
39.209.67.35,3,1330028017,2012-02-24
66.249.67.180,1,1330027688,2012-02-24
66.249.68.246,1,1330040011,2012-02-24
111.94.235.79,1,1330043484,2012-02-24
65.52.110.147,1,1330045239,2012-02-24
207.46.204.180,1,1330052922,2012-02-24
66.249.69.108,2,1330100809,2012-02-24
207.46.204.240,1,1330063540,2012-02-24
65.52.108.146,1,1330065042,2012-02-24
110.139.206.67,1,1330071434,2012-02-24
157.55.17.143,4,1330100778,2012-02-24
202.152.204.159,2,1330075699,2012-02-24
65.52.108.12,2,1330083579,2012-02-24
116.213.51.150,12,1330098153,2012-02-24
112.215.18.62,2,1330079626,2012-02-24
180.253.216.3,3,1330082217,2012-02-24
184.72.137.211,1,1330083636,2012-02-24
66.249.67.207,2,1330102469,2012-02-24
125.161.214.49,3,1330091011,2012-02-24
111.95.130.217,18,1330091569,2012-02-24
207.46.13.48,1,1330096642,2012-02-24
182.0.234.94,2,1330098155,2012-02-24
182.3.55.182,1,1330100541,2012-02-24
182.2.130.86,2,1330100959,2012-02-24
66.249.69.130,2,1330118410,2012-02-25
65.52.108.12,1,1330107444,2012-02-25
125.162.207.12,3,1330109388,2012-02-25
207.46.13.93,1,1330109915,2012-02-25
118.96.233.56,2,1330112621,2012-02-25
112.215.66.49,2,1330112620,2012-02-25
66.249.67.207,1,1330113330,2012-02-25
180.246.115.235,14,1330117918,2012-02-25
111.94.146.137,5,1330176122,2012-02-25
112.215.66.66,3,1330122648,2012-02-25
180.76.5.197,1,1330122525,2012-02-25
180.76.5.89,1,1330122870,2012-02-25
66.249.71.154,18,1330188965,2012-02-25
216.240.136.95,1,1330128810,2012-02-25
114.79.53.3,14,1330141047,2012-02-25
157.55.17.200,3,1330148037,2012-02-25
157.55.18.25,1,1330144256,2012-02-25
65.52.108.148,1,1330144283,2012-02-25
207.46.13.48,1,1330147284,2012-02-25
120.168.1.241,4,1330150098,2012-02-25
180.76.5.145,1,1330151171,2012-02-25
65.52.108.26,1,1330166095,2012-02-25
125.163.77.242,5,1330170742,2012-02-25
180.76.5.180,1,1330173600,2012-02-25
65.52.108.26,1,1330190524,2012-02-26
111.94.146.137,46,1330225459,2012-02-26
66.249.71.154,6,1330251229,2012-02-26
141.0.10.168,2,1330196037,2012-02-26
180.253.217.136,8,1330205701,2012-02-26
69.171.224.248,1,1330206481,2012-02-26
111.95.148.65,1,1330209678,2012-02-26
118.137.116.216,3,1330212817,2012-02-26
157.55.17.200,1,1330213076,2012-02-26
206.53.152.171,4,1330214084,2012-02-26
180.254.130.105,1,1330214034,2012-02-26
206.53.152.172,1,1330214131,2012-02-26
66.249.66.212,13,1330269934,2012-02-26
222.124.199.226,1,1330216690,2012-02-26
65.52.110.17,1,1330225723,2012-02-26
157.55.39.151,64,1330258414,2012-02-26
66.249.66.12,2,1330253982,2012-02-26
180.76.5.59,1,1330252602,2012-02-26
66.249.71.154,3,1330297427,2012-02-27
114.79.3.182,9,1330283495,2012-02-27
207.46.199.52,3,1330339499,2012-02-27
180.254.19.214,1,1330294320,2012-02-27
66.249.66.212,3,1330302256,2012-02-27
202.152.194.169,1,1330300530,2012-02-27
66.249.69.130,22,1330361027,2012-02-27
66.249.67.207,2,1330341503,2012-02-27
207.46.204.159,1,1330310127,2012-02-27
202.152.194.151,1,1330329463,2012-02-27
202.152.194.158,2,1330329860,2012-02-27
116.213.51.150,8,1330350245,2012-02-27
182.10.91.163,1,1330331458,2012-02-27
103.10.64.11,36,1330350675,2012-02-27
103.10.64.4,15,1330350475,2012-02-27
103.10.64.6,13,1330349098,2012-02-27
110.139.66.122,1,1330334626,2012-02-27
202.152.202.78,3,1330335661,2012-02-27
182.5.223.48,6,1330336344,2012-02-27
182.10.20.70,4,1330335711,2012-02-27
182.8.10.140,2,1330335217,2012-02-27
39.211.242.127,2,1330334969,2012-02-27
103.10.64.20,4,1330342657,2012-02-27
112.215.66.67,4,1330351417,2012-02-27
182.0.50.209,1,1330334835,2012-02-27
39.213.77.215,2,1330334882,2012-02-27
114.79.57.225,6,1330335654,2012-02-27
182.1.97.171,8,1330336942,2012-02-27
114.79.19.166,3,1330335002,2012-02-27
39.213.230.212,1,1330334851,2012-02-27
114.79.62.69,9,1330335824,2012-02-27
112.215.66.48,3,1330340801,2012-02-27
103.10.64.9,16,1330354610,2012-02-27
182.9.227.153,1,1330334878,2012-02-27
112.215.66.81,5,1330338240,2012-02-27
103.10.64.21,16,1330350128,2012-02-27
103.10.64.17,24,1330352177,2012-02-27
182.2.107.14,1,1330334923,2012-02-27
103.10.64.22,7,1330342691,2012-02-27
103.10.64.28,3,1330335724,2012-02-27
114.79.29.135,1,1330334941,2012-02-27
182.7.166.172,7,1330351618,2012-02-27
182.6.12.205,2,1330335074,2012-02-27
112.215.66.79,5,1330341810,2012-02-27
182.5.108.86,10,1330337122,2012-02-27
103.10.64.7,20,1330344677,2012-02-27
112.215.66.45,3,1330348459,2012-02-27
103.10.64.15,13,1330350221,2012-02-27
182.0.1.24,2,1330335678,2012-02-27
182.1.52.243,1,1330334998,2012-02-27
112.215.66.61,4,1330341674,2012-02-27
182.11.43.185,1,1330335038,2012-02-27
114.79.61.205,3,1330335677,2012-02-27
103.10.64.14,19,1330350334,2012-02-27
182.7.116.29,1,1330335070,2012-02-27
222.124.23.28,74,1330352429,2012-02-27
182.11.208.239,1,1330335126,2012-02-27
103.10.64.25,14,1330354251,2012-02-27
182.5.211.43,2,1330335141,2012-02-27
120.166.9.0,1,1330335162,2012-02-27
103.10.64.24,7,1330349926,2012-02-27
39.213.166.20,9,1330338186,2012-02-27
114.79.61.157,12,1330345037,2012-02-27
182.0.3.42,1,1330335197,2012-02-27
103.10.64.18,3,1330337439,2012-02-27
182.3.41.92,3,1330336588,2012-02-27
39.213.20.203,1,1330335224,2012-02-27
114.79.28.33,6,1330336834,2012-02-27
112.215.66.83,5,1330351519,2012-02-27
182.2.222.2,2,1330335264,2012-02-27
182.1.75.215,1,1330335272,2012-02-27
182.7.183.193,3,1330337797,2012-02-27
114.79.63.36,1,1330335286,2012-02-27
103.10.64.3,7,1330351912,2012-02-27
39.213.232.243,4,1330337545,2012-02-27
103.10.64.30,6,1330349911,2012-02-27
103.10.64.10,19,1330350066,2012-02-27
112.215.66.62,2,1330339173,2012-02-27
182.8.162.92,1,1330335521,2012-02-27
39.209.226.254,4,1330336528,2012-02-27
114.79.62.229,4,1330339152,2012-02-27
103.10.64.8,15,1330351729,2012-02-27
182.8.188.221,4,1330335807,2012-02-27
39.211.81.65,4,1330338596,2012-02-27
182.1.192.67,1,1330335601,2012-02-27
103.10.64.2,4,1330351377,2012-02-27
103.10.64.19,6,1330349839,2012-02-27
103.10.64.12,11,1330351276,2012-02-27
182.1.249.194,2,1330336837,2012-02-27
112.215.36.180,1,1330335700,2012-02-27
182.11.198.88,6,1330336067,2012-02-27
39.211.47.169,2,1330335779,2012-02-27
182.1.16.90,1,1330335739,2012-02-27
112.215.66.63,2,1330337304,2012-02-27
114.79.28.9,5,1330338754,2012-02-27
182.11.144.166,1,1330335806,2012-02-27
103.10.64.5,8,1330350490,2012-02-27
150.70.172.200,1,1330335890,2012-02-27
182.3.194.29,1,1330336054,2012-02-27
112.215.66.66,2,1330339065,2012-02-27
182.11.63.154,4,1330336634,2012-02-27
182.1.245.140,5,1330341807,2012-02-27
180.76.5.57,1,1330336665,2012-02-27
114.79.29.54,1,1330336765,2012-02-27
182.11.77.215,1,1330336801,2012-02-27
182.6.115.161,2,1330336927,2012-02-27
150.70.64.194,1,1330336900,2012-02-27
112.215.66.51,3,1330341813,2012-02-27
180.76.6.21,1,1330337009,2012-02-27
182.4.174.48,1,1330337243,2012-02-27
182.2.141.13,2,1330338962,2012-02-27
103.10.64.23,4,1330348943,2012-02-27
182.4.60.174,1,1330337666,2012-02-27
182.11.54.213,4,1330338760,2012-02-27
182.10.172.237,6,1330338866,2012-02-27
112.215.66.60,1,1330337950,2012-02-27
114.79.60.230,1,1330337991,2012-02-27
39.211.155.10,1,1330338005,2012-02-27
39.211.183.30,5,1330343821,2012-02-27
112.215.66.46,1,1330338460,2012-02-27
182.3.30.167,1,1330338507,2012-02-27
182.13.62.0,3,1330338695,2012-02-27
112.215.66.82,3,1330341849,2012-02-27
182.3.123.250,1,1330338646,2012-02-27
182.2.17.7,2,1330339314,2012-02-27
182.0.147.72,1,1330339053,2012-02-27
182.9.45.189,2,1330339679,2012-02-27
103.10.64.26,1,1330339238,2012-02-27
120.166.19.17,2,1330340034,2012-02-27
182.13.109.218,1,1330339253,2012-02-27
182.10.184.0,1,1330339316,2012-02-27
182.14.3.153,2,1330339414,2012-02-27
182.5.169.51,5,1330341213,2012-02-27
182.3.251.3,1,1330339874,2012-02-27
182.0.200.78,1,1330339895,2012-02-27
182.4.96.32,3,1330339950,2012-02-27
182.8.55.245,1,1330339993,2012-02-27
39.211.183.79,1,1330340043,2012-02-27
112.215.66.53,1,1330340064,2012-02-27
182.3.46.164,8,1330341343,2012-02-27
182.6.165.14,2,1330342440,2012-02-27
182.3.88.146,3,1330341028,2012-02-27
39.209.119.59,2,1330340864,2012-02-27
103.10.64.29,3,1330350360,2012-02-27
182.7.85.113,1,1330340328,2012-02-27
182.3.0.177,2,1330340784,2012-02-27
112.215.66.65,15,1330352273,2012-02-27
182.4.188.45,2,1330340587,2012-02-27
114.79.17.214,5,1330341523,2012-02-27
114.79.29.191,1,1330340520,2012-02-27
39.211.249.118,1,1330340521,2012-02-27
182.1.4.216,1,1330340563,2012-02-27
182.7.202.87,3,1330340989,2012-02-27
182.9.214.86,1,1330340834,2012-02-27
39.215.44.67,1,1330340951,2012-02-27
39.215.38.46,1,1330341139,2012-02-27
39.209.219.62,1,1330341232,2012-02-27
202.129.187.64,5,1330341492,2012-02-27
103.10.64.27,5,1330361305,2012-02-27
114.79.56.166,1,1330341511,2012-02-27
182.6.146.101,3,1330348258,2012-02-27
182.3.101.50,3,1330343624,2012-02-27
114.79.16.17,5,1330342369,2012-02-27
182.3.172.222,2,1330342267,2012-02-27
112.215.66.76,2,1330352527,2012-02-27
182.8.187.167,5,1330343274,2012-02-27
182.1.28.214,1,1330342426,2012-02-27
114.79.59.69,1,1330342462,2012-02-27
182.7.163.90,1,1330342746,2012-02-27
112.215.66.44,4,1330349436,2012-02-27
182.6.158.165,2,1330347995,2012-02-27
182.3.204.84,2,1330343932,2012-02-27
114.79.19.10,16,1330344746,2012-02-27
180.249.54.75,6,1330344259,2012-02-27
182.4.8.182,1,1330344082,2012-02-27
182.11.160.42,1,1330348022,2012-02-27
103.10.64.13,4,1330349874,2012-02-27
182.0.111.104,1,1330348227,2012-02-27
182.10.127.49,1,1330348400,2012-02-27
112.215.36.182,2,1330350433,2012-02-27
182.9.191.118,1,1330348619,2012-02-27
182.6.6.205,1,1330348708,2012-02-27
114.79.28.144,1,1330348810,2012-02-27
182.2.126.92,2,1330351440,2012-02-27
114.79.28.218,1,1330349030,2012-02-27
182.3.96.162,1,1330349053,2012-02-27
114.79.28.176,1,1330349106,2012-02-27
103.10.64.31,5,1330361812,2012-02-27
114.79.56.220,5,1330349271,2012-02-27
141.0.9.78,2,1330349261,2012-02-27
112.215.66.64,1,1330349201,2012-02-27
39.209.91.24,1,1330349221,2012-02-27
182.15.137.214,1,1330349254,2012-02-27
114.79.56.18,1,1330349314,2012-02-27
112.215.66.50,3,1330350204,2012-02-27
114.79.28.50,2,1330350357,2012-02-27
114.79.58.34,1,1330349604,2012-02-27
112.215.66.77,1,1330349667,2012-02-27
182.13.145.135,2,1330350442,2012-02-27
182.14.55.15,1,1330349808,2012-02-27
112.215.66.49,3,1330361558,2012-02-27
114.79.60.80,1,1330349981,2012-02-27
182.12.3.142,3,1330350250,2012-02-27
182.14.48.26,6,1330350873,2012-02-27
182.10.197.24,1,1330350114,2012-02-27
182.1.30.208,1,1330350136,2012-02-27
182.1.73.188,1,1330350200,2012-02-27
182.4.60.115,5,1330350697,2012-02-27
39.213.38.212,1,1330350299,2012-02-27
114.79.28.87,1,1330350377,2012-02-27
39.213.149.72,1,1330350392,2012-02-27
182.9.96.120,2,1330351008,2012-02-27
182.6.247.121,1,1330350419,2012-02-27
39.209.194.223,1,1330350458,2012-02-27
182.3.47.18,1,1330350482,2012-02-27
202.152.204.8,1,1330350631,2012-02-27
182.3.161.151,4,1330352404,2012-02-27
182.10.91.18,2,1330350946,2012-02-27
39.213.51.109,1,1330350665,2012-02-27
182.4.26.69,1,1330350835,2012-02-27
182.1.216.7,1,1330350928,2012-02-27
182.4.115.90,1,1330350951,2012-02-27
182.13.57.135,1,1330350987,2012-02-27
182.4.146.128,2,1330351351,2012-02-27
141.0.9.36,1,1330351346,2012-02-27
182.6.43.62,2,1330351660,2012-02-27
202.152.205.170,2,1330351923,2012-02-27
39.213.179.158,1,1330351674,2012-02-27
182.4.11.211,3,1330351860,2012-02-27
182.1.81.106,2,1330351791,2012-02-27
39.213.31.146,1,1330351778,2012-02-27
120.166.4.22,4,1330352031,2012-02-27
180.246.104.8,9,1330361170,2012-02-27
141.0.9.223,1,1330353939,2012-02-27
180.246.115.235,5,1330360958,2012-02-27
114.79.12.142,1,1330354651,2012-02-27
125.208.155.39,1,1330356377,2012-02-27
222.124.4.100,1,1330356684,2012-02-27
125.166.75.39,1,1330357140,2012-02-27
66.249.69.108,1,1330358265,2012-02-27
82.192.78.152,1,1330359828,2012-02-27
202.147.199.131,4,1330360187,2012-02-27
180.253.75.219,1,1330360493,2012-02-27
182.3.79.211,1,1330360949,2012-02-27
180.246.104.8,30,1330440856,2012-02-28
180.246.115.235,22,1330384221,2012-02-28
116.213.51.150,25,1330447973,2012-02-28
103.10.64.19,1,1330364007,2012-02-28
103.10.64.20,1,1330364248,2012-02-28
202.152.202.87,1,1330365357,2012-02-28
182.7.162.40,1,1330365826,2012-02-28
103.10.64.4,1,1330365907,2012-02-28
66.249.67.207,3,1330445048,2012-02-28
202.72.202.9,5,1330366438,2012-02-28
103.10.64.14,2,1330366220,2012-02-28
182.1.87.39,1,1330366992,2012-02-28
173.198.228.26,1,1330369382,2012-02-28
223.255.230.19,1,1330371976,2012-02-28
207.46.199.52,1,1330372292,2012-02-28
114.121.70.28,1,1330374592,2012-02-28
66.249.69.130,12,1330447854,2012-02-28
103.10.64.25,2,1330376091,2012-02-28
182.8.86.38,1,1330375889,2012-02-28
157.55.39.151,1,1330376114,2012-02-28
182.10.139.27,1,1330376444,2012-02-28
182.4.177.138,2,1330379851,2012-02-28
61.247.17.40,1,1330380142,2012-02-28
180.241.122.212,11,1330381196,2012-02-28
103.10.64.13,2,1330426923,2012-02-28
182.0.153.157,1,1330380425,2012-02-28
103.10.64.1,2,1330380929,2012-02-28
103.10.64.10,1,1330382076,2012-02-28
125.166.92.244,4,1330383414,2012-02-28
180.76.5.153,1,1330383620,2012-02-28
141.0.8.82,2,1330384773,2012-02-28
125.160.172.233,1,1330426919,2012-02-28
66.249.68.182,1,1330426947,2012-02-28
180.245.231.209,15,1330436196,2012-02-28
222.124.23.28,6,1330432003,2012-02-28
180.76.5.156,1,1330435301,2012-02-28
210.61.130.13,1,1330436135,2012-02-28
180.252.151.115,9,1330441138,2012-02-28
203.189.89.59,1,1330443660,2012-02-28
180.247.120.179,9,1330447994,2012-02-28
180.247.120.178,6,1330448091,2012-02-28
180.246.115.235,9,1330470441,2012-02-29
66.249.69.130,22,1330532584,2012-02-29
180.248.176.49,1,1330449314,2012-02-29
103.10.64.30,1,1330449602,2012-02-29
180.244.24.93,2,1330450880,2012-02-29
114.79.29.46,1,1330453700,2012-02-29
66.249.67.207,5,1330525849,2012-02-29
141.0.8.49,1,1330456671,2012-02-29
38.111.147.83,1,1330457728,2012-02-29
118.96.135.220,2,1330460201,2012-02-29
112.215.66.78,1,1330460445,2012-02-29
103.10.64.11,2,1330472307,2012-02-29
180.246.104.8,6,1330469094,2012-02-29
182.0.242.79,2,1330461500,2012-02-29
207.46.204.241,1,1330466122,2012-02-29
182.12.3.241,3,1330469620,2012-02-29
202.152.194.249,7,1330469022,2012-02-29
103.10.64.10,14,1330469753,2012-02-29
180.76.5.187,1,1330470515,2012-02-29
39.209.71.194,1,1330472554,2012-02-29
39.213.33.49,3,1330473101,2012-02-29
213.111.122.3,1,1330474366,2012-02-29
223.255.225.74,3,1330487887,2012-02-29
66.249.69.108,2,1330531093,2012-02-29
180.76.5.107,1,1330491784,2012-02-29
116.213.51.150,4,1330525184,2012-02-29
141.0.8.196,1,1330499317,2012-02-29
114.79.28.34,1,1330500102,2012-02-29
114.79.28.129,1,1330500891,2012-02-29
222.124.23.28,6,1330509197,2012-02-29
103.10.64.14,3,1330503721,2012-02-29
180.246.120.253,5,1330507764,2012-02-29
141.0.9.163,1,1330508170,2012-02-29
103.10.64.2,1,1330513799,2012-02-29
125.160.172.233,1,1330513933,2012-02-29
206.53.152.171,2,1330517455,2012-02-29
72.14.202.90,1,1330518694,2012-02-29
111.94.146.137,12,1330525966,2012-02-29
80.232.117.32,14,1330520681,2012-02-29
180.246.115.59,1,1330522207,2012-02-29
117.20.54.93,7,1330523323,2012-02-29
114.199.112.66,1,1330525204,2012-02-29
180.247.223.187,6,1330526017,2012-02-29
180.252.98.21,1,1330529430,2012-02-29
103.10.64.1,9,1330530948,2012-02-29
114.79.49.111,7,1330532437,2012-02-29
180.246.104.8,4,1330611753,2012-03-01
66.249.69.130,24,1330621003,2012-03-01
182.7.67.134,1,1330540747,2012-03-01
157.55.39.151,65,1330573336,2012-03-01
103.3.223.16,1,1330547210,2012-03-01
180.243.215.22,1,1330547703,2012-03-01
65.52.109.200,2,1330556862,2012-03-01
180.244.125.87,3,1330556907,2012-03-01
180.246.115.235,2,1330564771,2012-03-01
203.82.82.118,1,1330565625,2012-03-01
66.249.67.207,3,1330619417,2012-03-01
116.213.51.150,10,1330610836,2012-03-01
125.160.172.233,1,1330596036,2012-03-01
118.136.51.58,4,1330596466,2012-03-01
223.255.230.18,12,1330599765,2012-03-01
180.247.54.209,9,1330597218,2012-03-01
111.94.146.137,8,1330606866,2012-03-01
111.94.136.253,1,1330601336,2012-03-01
180.247.174.5,9,1330601592,2012-03-01
114.4.21.200,1,1330603858,2012-03-01
125.166.33.155,2,1330606906,2012-03-01
180.76.5.55,1,1330607071,2012-03-01
103.247.13.115,5,1330609109,2012-03-01
202.152.205.230,5,1330616284,2012-03-01
114.79.3.30,2,1330621147,2012-03-01
66.249.69.130,27,1330691289,2012-03-02
66.249.67.207,6,1330692493,2012-03-02
103.10.64.11,1,1330629336,2012-03-02
157.55.39.151,63,1330645677,2012-03-02
114.79.56.237,1,1330632997,2012-03-02
103.10.64.14,1,1330633210,2012-03-02
182.14.240.12,1,1330633619,2012-03-02
116.213.51.150,23,1330696099,2012-03-02
180.246.115.235,5,1330651625,2012-03-02
114.123.144.117,2,1330636869,2012-03-02
114.79.29.47,2,1330638166,2012-03-02
114.123.102.137,1,1330638215,2012-03-02
180.246.104.8,2,1330643102,2012-03-02
141.0.10.82,6,1330641634,2012-03-02
114.79.61.173,1,1330645872,2012-03-02
114.79.53.99,2,1330648392,2012-03-02
39.209.151.71,2,1330647793,2012-03-02
114.79.3.17,3,1330648243,2012-03-02
207.46.13.160,1,1330649144,2012-03-02
118.137.133.36,17,1330652036,2012-03-02
223.255.230.66,8,1330657360,2012-03-02
66.249.68.182,1,1330659823,2012-03-02
118.96.226.100,19,1330660229,2012-03-02
182.11.157.82,1,1330676321,2012-03-02
182.11.55.192,1,1330676359,2012-03-02
222.124.23.28,1,1330676891,2012-03-02
110.139.253.3,13,1330681385,2012-03-02
103.10.64.27,1,1330683637,2012-03-02
112.215.66.67,2,1330684077,2012-03-02
103.246.38.196,2,1330689789,2012-03-02
203.217.189.33,4,1330690070,2012-03-02
203.190.41.69,1,1330694348,2012-03-02
114.79.54.25,1,1330700560,2012-03-02
27.50.20.120,5,1330704890,2012-03-02
141.0.8.106,1,1330705965,2012-03-02
